"","SAMPLEID","StationID","RefSamp","Reference","nt_habit_climbcling","nt_volt_semi","pt_BCG_att1i234b","nt_EPT","x_HBI"
"KS_Clint_0008_Rep1","KS_Clint_0008_Rep1","KS_MMI_Site618","No","HighStrs",18,5,3.225806452,11,5.433628319
"KS_Liz_3433_Rep1","KS_Liz_3433_Rep1","KS_MMI_Site619","Strs","Strs",18,5,4.545454545,11,5.651226158
"KS_Liz_3430_Rep1","KS_Liz_3430_Rep1","KS_MMI_Site620","Strs","Strs",15,5,0,10,5.273026316
"KS_Liz_3334_Rep1","KS_Liz_3334_Rep1","KS_MMI_Site621","Other","SomeStrs",19,5,8.108108108,8,5.455555556
"KS_Liz_3440_Rep1","KS_Liz_3440_Rep1","KS_MMI_Site622","Strs","Strs",14,3,5.555555556,4,5.573033708
"KS_Liz_3423_Rep1","KS_Liz_3423_Rep1","KS_MMI_Site623","Strs","HighStrs",6,2,3.846153846,0,5.69047619
"KS_Liz_3356_Rep1","KS_Liz_3356_Rep1","KS_MMI_Site624","Strs","Strs",13,4,7.692307692,7,5.496240602
"KS_Liz_3399_Rep1","KS_Liz_3399_Rep1","KS_MMI_Site625","Other","SomeStrs",15,3,8.823529412,12,5.9325
"KS_Liz_3633_Rep1","KS_Liz_3633_Rep1","KS_MMI_Site626","Strs","Strs",24,6,7.894736842,16,5.54893617
"KS_Liz_3549_Rep1","KS_Liz_3549_Rep1","KS_MMI_Site627","Other","Other",24,4,2.127659574,14,5.741935484
"KS_Liz_3549_Rep2","KS_Liz_3549_Rep2","KS_MMI_Site627","No","Other",27,9,4.166666667,17,5.640776699
"KS_Liz_3208_Rep1","KS_Liz_3208_Rep1","KS_MMI_Site628","Strs","HighStrs",20,2,4.444444444,7,5.48534202
"KS_Liz_3454_Rep1","KS_Liz_3454_Rep1","KS_MMI_Site629","Other","SomeStrs",20,7,7.142857143,5,5.743315508
"KS_Liz_3454_Rep2","KS_Liz_3454_Rep2","KS_MMI_Site629","No","SomeStrs",17,4,5,6,5.674418605
"KS_Liz_3548_Rep1","KS_Liz_3548_Rep1","KS_MMI_Site630","Other","SomeStrs",6,3,0,2,5.699751861
"KS_Liz_3113_Rep1","KS_Liz_3113_Rep1","KS_MMI_Site631","Ref","BestRef",15,0,0,6,5.766323024
"KS_Liz_3112_Rep1","KS_Liz_3112_Rep1","KS_MMI_Site631","No","BestRef",15,4,0,7,5.922077922
"KS_Liz_3111_Rep1","KS_Liz_3111_Rep1","KS_MMI_Site631","No","BestRef",11,2,5.555555556,6,5.305369128
"KS_Liz_3110_Rep1","KS_Liz_3110_Rep1","KS_MMI_Site631","No","BestRef",4,2,20,2,4.836363636
"KS_Liz_3109_Rep1","KS_Liz_3109_Rep1","KS_MMI_Site631","No","BestRef",15,4,0,8,5.966666667
"KS_Clint_1723_Rep1","KS_Clint_1723_Rep1","KS_MMI_Site632","Other","SomeStrs",10,0,0,7,5.535714286
"KS_Clint_1724_Rep1","KS_Clint_1724_Rep1","KS_MMI_Site632","Other","SomeStrs",22,8,2.222222222,8,5.698717949
"KS_Clint_1729_Rep1","KS_Clint_1729_Rep1","KS_MMI_Site632","Other","SomeStrs",21,4,4.651162791,11,5.613445378
"KS_Clint_1730_Rep1","KS_Clint_1730_Rep1","KS_MMI_Site632","Other","SomeStrs",14,7,9.677419355,8,5.279279279
"KS_Clint_1728_Rep1","KS_Clint_1728_Rep1","KS_MMI_Site632","Other","SomeStrs",23,3,5.128205128,12,5.695454545
"KS_Clint_1725_Rep1","KS_Clint_1725_Rep1","KS_MMI_Site632","Other","SomeStrs",16,3,3.703703704,11,5.724637681
"KS_Clint_1726_Rep1","KS_Clint_1726_Rep1","KS_MMI_Site632","Other","SomeStrs",13,3,4.166666667,8,5.901960784
"KS_Clint_1722_Rep1","KS_Clint_1722_Rep1","KS_MMI_Site632","Other","SomeStrs",11,2,8.695652174,3,5.493670886
"KS_Clint_1727_Rep1","KS_Clint_1727_Rep1","KS_MMI_Site632","Other","SomeStrs",19,6,4.081632653,11,5.64010989
"KS_Liz_3555_Rep1","KS_Liz_3555_Rep1","KS_MMI_Site633","Strs","Strs",24,8,10.20408163,9,5.595180723
"KS_Liz_3174_Rep1","KS_Liz_3174_Rep1","KS_MMI_Site634","Strs","Strs",11,2,0,0,5.415540541
"KS_Clint_0681_Rep1","KS_Clint_0681_Rep1","KS_MMI_Site635","No","Strs",24,6,2.564102564,14,5.436363636
"KS_Clint_0677_Rep1","KS_Clint_0677_Rep1","KS_MMI_Site635","No","Strs",18,4,3.125,11,5.357615894
"KS_Clint_0676_Rep1","KS_Clint_0676_Rep1","KS_MMI_Site635","No","Strs",18,2,0,12,5.484848485
"KS_Clint_0681_Rep2","KS_Clint_0681_Rep2","KS_MMI_Site635","No","Strs",21,7,0,11,5.447963801
"KS_Clint_0680_Rep1","KS_Clint_0680_Rep1","KS_MMI_Site635","Strs","Strs",25,9,0,14,5.515748031
"KS_Clint_0678_Rep1","KS_Clint_0678_Rep1","KS_MMI_Site635","No","Strs",20,5,0,16,5.735632184
"KS_Clint_0679_Rep1","KS_Clint_0679_Rep1","KS_MMI_Site635","No","Strs",18,6,0,15,5.53030303
"KS_Liz_3330_Rep1","KS_Liz_3330_Rep1","KS_MMI_Site636","Strs","Strs",10,2,5.555555556,4,5.894736842
"KS_Liz_3400_Rep1","KS_Liz_3400_Rep1","KS_MMI_Site637","Strs","Strs",10,2,4.545454545,11,5.415902141
"KS_Liz_3533_Rep1","KS_Liz_3533_Rep1","KS_MMI_Site638","Other","SomeStrs",22,5,0,5,5.835820896
"KS_Liz_3352_Rep1","KS_Liz_3352_Rep1","KS_MMI_Site639","Other","SomeStrs",16,5,4.166666667,13,5.29512894
"KS_Liz_3323_Rep1","KS_Liz_3323_Rep1","KS_MMI_Site640","Other","SomeStrs",11,3,0,6,6.029661017
"KS_Liz_3340_Rep1","KS_Liz_3340_Rep1","KS_MMI_Site641","Other","SomeStrs",12,5,0,5,5.706666667
"KS_Liz_3371_Rep1","KS_Liz_3371_Rep1","KS_MMI_Site642","Other","SomeStrs",19,6,0,7,5.636363636
"KS_Liz_3452_Rep1","KS_Liz_3452_Rep1","KS_MMI_Site643","Strs","HighStrs",13,4,3.571428571,4,5.645783133
"KS_Liz_3461_Rep1","KS_Liz_3461_Rep1","KS_MMI_Site644","No","Strs",29,5,3.174603175,19,5.696465696
"KS_Liz_3462_Rep1","KS_Liz_3462_Rep1","KS_MMI_Site644","Strs","Strs",34,7,6.451612903,22,5.547511312
"KS_Liz_3526_Rep1","KS_Liz_3526_Rep1","KS_MMI_Site645","Other","SomeStrs",16,5,2.777777778,6,5.54679803
"KS_Liz_3314_Rep1","KS_Liz_3314_Rep1","KS_MMI_Site646","Strs","HighStrs",20,2,2.325581395,6,5.489164087
"KS_Clint_0231_Rep1","KS_Clint_0231_Rep1","KS_MMI_Site647","No","HighStrs",24,8,8.108108108,13,5.574912892
"KS_Clint_0230_Rep1","KS_Clint_0230_Rep1","KS_MMI_Site647","No","HighStrs",31,8,7.692307692,16,5.626213592
"KS_Clint_0234_Rep1","KS_Clint_0234_Rep1","KS_MMI_Site647","No","HighStrs",26,10,2.083333333,13,5.725
"KS_Clint_0229_Rep1","KS_Clint_0229_Rep1","KS_MMI_Site647","No","HighStrs",16,3,6.451612903,8,5.397849462
"KS_Clint_0240_Rep1","KS_Clint_0240_Rep1","KS_MMI_Site647","Strs","HighStrs",31,9,5.263157895,17,5.789356984
"KS_Clint_0237_Rep1","KS_Clint_0237_Rep1","KS_MMI_Site647","No","HighStrs",22,7,0,8,5.429553265
"KS_Clint_0235_Rep1","KS_Clint_0235_Rep1","KS_MMI_Site647","No","HighStrs",23,9,2.222222222,14,5.662087912
"KS_Clint_0233_Rep1","KS_Clint_0233_Rep1","KS_MMI_Site647","No","HighStrs",23,10,2.5,11,5.683870968
"KS_Clint_0232_Rep1","KS_Clint_0232_Rep1","KS_MMI_Site647","No","HighStrs",28,7,0,14,5.749379653
"KS_Clint_0228_Rep1","KS_Clint_0228_Rep1","KS_MMI_Site647","No","HighStrs",22,7,8,14,5.507082153
"KS_Clint_0238_Rep1","KS_Clint_0238_Rep1","KS_MMI_Site647","No","HighStrs",30,6,3.636363636,12,5.775075988
"KS_Clint_0236_Rep1","KS_Clint_0236_Rep1","KS_MMI_Site647","No","HighStrs",34,8,6.153846154,18,5.744791667
"KS_Clint_0236_Rep2","KS_Clint_0236_Rep2","KS_MMI_Site647","No","HighStrs",32,8,5.769230769,15,5.747663551
"KS_Clint_0239_Rep1","KS_Clint_0239_Rep1","KS_MMI_Site647","No","HighStrs",29,11,0,13,5.793981481
"KS_Clint_1838_Rep1","KS_Clint_1838_Rep1","KS_MMI_Site648","Strs","HighStrs",14,4,0,3,5.932989691
"KS_Liz_3387_Rep1","KS_Liz_3387_Rep1","KS_MMI_Site649","Strs","Strs",9,2,0,1,5.776271186
"KS_Clint_1696_Rep1","KS_Clint_1696_Rep1","KS_MMI_Site650","Ref","BestRef",14,0,0,7,6.033057851
"KS_Liz_3202_Rep1","KS_Liz_3202_Rep1","KS_MMI_Site651","Strs","Strs",8,0,3.703703704,5,6.26446281
"KS_Liz_3617_Rep1","KS_Liz_3617_Rep1","KS_MMI_Site652","Strs","Strs",21,6,2.941176471,6,5.484018265
"KS_Liz_3212_Rep1","KS_Liz_3212_Rep1","KS_MMI_Site653","Other","Other",17,3,4.651162791,4,6.041958042
"KS_Liz_3641_Rep1","KS_Liz_3641_Rep1","KS_MMI_Site654","Other","Other",8,1,0,0,7.28
"KS_Liz_3153_Rep1","KS_Liz_3153_Rep1","KS_MMI_Site655","Strs","Strs",13,4,6.451612903,2,5.791666667
"KS_Liz_3166_Rep1","KS_Liz_3166_Rep1","KS_MMI_Site656","Strs","Strs",15,3,5.128205128,5,5.469273743
"KS_Liz_3518_Rep1","KS_Liz_3518_Rep1","KS_MMI_Site657","Strs","Strs",19,5,2.857142857,7,5.700507614
"KS_Liz_3448_Rep1","KS_Liz_3448_Rep1","KS_MMI_Site658","Strs","HighStrs",20,3,4.166666667,14,5.85
"KS_Liz_3278_Rep1","KS_Liz_3278_Rep1","KS_MMI_Site659","Other","Other",16,1,2.325581395,8,5.789297659
"KS_Liz_3514_Rep1","KS_Liz_3514_Rep1","KS_MMI_Site660","Strs","Strs",22,7,10,11,5.246153846
"KS_Clint_1823_Rep1","KS_Clint_1823_Rep1","KS_MMI_Site661","Strs","Strs",20,5,4.444444444,8,5.804545455
"KS_Clint_1824_Rep1","KS_Clint_1824_Rep1","KS_MMI_Site662","Strs","HighStrs",25,6,6,14,5.307692308
"KS_Clint_1740_Rep1","KS_Clint_1740_Rep1","KS_MMI_Site663","Strs","Strs",24,5,1.923076923,12,5.267857143
"KS_Liz_3132_Rep1","KS_Liz_3132_Rep1","KS_MMI_Site664","Strs","Strs",20,7,2.272727273,9,5.710743802
"KS_Clint_1822_Rep1","KS_Clint_1822_Rep1","KS_MMI_Site665","Strs","Strs",15,5,6.060606061,8,5.48245614
"KS_Liz_3422_Rep1","KS_Liz_3422_Rep1","KS_MMI_Site666","Strs","Strs",16,4,3.225806452,3,6.409090909
"KS_Clint_1819_Rep1","KS_Clint_1819_Rep1","KS_MMI_Site667","Strs","HighStrs",27,5,11.36363636,16,5.340659341
"KS_Liz_3345_Rep1","KS_Liz_3345_Rep1","KS_MMI_Site668","Strs","HighStrs",15,4,3.125,10,5.612903226
"KS_Clint_1821_Rep1","KS_Clint_1821_Rep1","KS_MMI_Site669","Strs","Strs",9,0,0,0,5.330049261
"KS_Clint_1859_Rep2","KS_Clint_1859_Rep2","KS_MMI_Site670","No","Strs",23,5,4.545454545,11,5.328313253
"KS_Clint_1865_Rep1","KS_Clint_1865_Rep1","KS_MMI_Site670","No","Strs",24,6,4.255319149,7,5.454545455
"KS_Clint_1873_Rep2","KS_Clint_1873_Rep2","KS_MMI_Site670","No","Strs",19,4,11.42857143,15,5.453608247
"KS_Clint_1860_Rep1","KS_Clint_1860_Rep1","KS_MMI_Site670","No","Strs",29,4,8.333333333,16,5.070850202
"KS_Clint_1863_Rep1","KS_Clint_1863_Rep1","KS_MMI_Site670","No","Strs",29,8,7.272727273,12,5.694444444
"KS_Clint_1866_Rep1","KS_Clint_1866_Rep1","KS_MMI_Site670","No","Strs",27,8,7.407407407,17,5.513684211
"KS_Clint_1862_Rep2","KS_Clint_1862_Rep2","KS_MMI_Site670","No","Strs",19,1,2.857142857,5,5.310144928
"KS_Clint_1869_Rep2","KS_Clint_1869_Rep2","KS_MMI_Site670","No","Strs",32,8,5.263157895,19,5.412262156
"KS_Clint_1859_Rep1","KS_Clint_1859_Rep1","KS_MMI_Site670","No","Strs",23,4,6.818181818,12,5.273049645
"KS_Clint_1860_Rep2","KS_Clint_1860_Rep2","KS_MMI_Site670","No","Strs",27,6,13.20754717,14,5.118673647
"KS_Clint_1864_Rep2","KS_Clint_1864_Rep2","KS_MMI_Site670","No","Strs",27,5,6.25,11,5.3089701
"KS_Clint_1873_Rep1","KS_Clint_1873_Rep1","KS_MMI_Site670","Strs","Strs",22,4,7.692307692,14,5.603524229
"KS_Clint_1872_Rep1","KS_Clint_1872_Rep1","KS_MMI_Site670","No","Strs",32,9,7.692307692,14,5.576241135
"KS_Clint_1870_Rep2","KS_Clint_1870_Rep2","KS_MMI_Site670","No","Strs",25,7,10.25641026,11,5.309433962
"KS_Clint_1866_Rep2","KS_Clint_1866_Rep2","KS_MMI_Site670","No","Strs",26,6,7.272727273,18,5.588726514
"KS_Clint_1862_Rep1","KS_Clint_1862_Rep1","KS_MMI_Site670","No","Strs",25,6,0,6,5.243553009
"KS_Clint_1861_Rep2","KS_Clint_1861_Rep2","KS_MMI_Site670","No","Strs",28,11,10.34482759,14,5.260089686
"KS_Clint_1861_Rep1","KS_Clint_1861_Rep1","KS_MMI_Site670","No","Strs",38,12,10,16,5.484018265
"KS_Clint_1864_Rep1","KS_Clint_1864_Rep1","KS_MMI_Site670","No","Strs",28,7,6.25,13,5.337931034
"KS_Clint_1863_Rep2","KS_Clint_1863_Rep2","KS_MMI_Site670","No","Strs",29,8,7.01754386,13,5.644886364
"KS_Clint_1869_Rep1","KS_Clint_1869_Rep1","KS_MMI_Site670","No","Strs",36,8,8.064516129,22,5.466666667
"KS_Clint_1865_Rep2","KS_Clint_1865_Rep2","KS_MMI_Site670","No","Strs",24,8,4.347826087,7,5.43359375
"KS_Clint_1868_Rep1","KS_Clint_1868_Rep1","KS_MMI_Site670","No","Strs",23,5,7.317073171,8,5.376923077
"KS_Clint_1870_Rep1","KS_Clint_1870_Rep1","KS_MMI_Site670","No","Strs",23,6,5.405405405,10,5.241525424
"KS_Clint_1872_Rep2","KS_Clint_1872_Rep2","KS_MMI_Site670","No","Strs",28,8,8.695652174,19,5.625
"KS_Clint_1871_Rep2","KS_Clint_1871_Rep2","KS_MMI_Site670","No","Strs",25,5,9.523809524,11,5.131805158
"KS_Clint_1868_Rep2","KS_Clint_1868_Rep2","KS_MMI_Site670","No","Strs",27,10,2.173913043,10,5.377224199
"KS_Clint_1867_Rep1","KS_Clint_1867_Rep1","KS_MMI_Site670","No","Strs",25,5,5.128205128,11,5.374592834
"KS_Clint_1867_Rep2","KS_Clint_1867_Rep2","KS_MMI_Site670","No","Strs",27,9,3.921568627,13,5.329192547
"KS_Clint_1871_Rep1","KS_Clint_1871_Rep1","KS_MMI_Site670","No","Strs",26,7,8,9,5.18767507
"KS_Clint_1820_Rep1","KS_Clint_1820_Rep1","KS_MMI_Site671","Strs","Strs",7,0,0,0,5.504347826
"KS_Liz_3485_Rep1","KS_Liz_3485_Rep1","KS_MMI_Site672","Other","Other",10,2,0,1,5.434306569
"KS_Clint_1462_Rep1","KS_Clint_1462_Rep1","KS_MMI_Site673","Other","SomeStrs",23,4,4.87804878,10,5.64527027
"KS_Clint_1457_Rep1","KS_Clint_1457_Rep1","KS_MMI_Site673","Other","SomeStrs",20,8,4.651162791,11,5.66984127
"KS_Clint_1461_Rep1","KS_Clint_1461_Rep1","KS_MMI_Site673","Other","SomeStrs",21,5,0,5,5.861702128
"KS_Clint_1458_Rep1","KS_Clint_1458_Rep1","KS_MMI_Site673","Other","SomeStrs",24,3,3.636363636,12,5.814516129
"KS_Clint_1460_Rep1","KS_Clint_1460_Rep1","KS_MMI_Site673","Other","SomeStrs",20,6,5,9,5.586419753
"KS_Clint_1459_Rep2","KS_Clint_1459_Rep2","KS_MMI_Site673","No","SomeStrs",25,5,4.651162791,10,5.645251397
"KS_Clint_1459_Rep1","KS_Clint_1459_Rep1","KS_MMI_Site673","Other","SomeStrs",30,6,6.382978723,11,5.621212121
"KS_Liz_3544_Rep1","KS_Liz_3544_Rep1","KS_MMI_Site674","Strs","Strs",23,7,4.87804878,13,5.373913043
"KS_Clint_1737_Rep1","KS_Clint_1737_Rep1","KS_MMI_Site675","Other","SomeStrs",20,2,2.43902439,8,5.649635036
"KS_Clint_1736_Rep1","KS_Clint_1736_Rep1","KS_MMI_Site675","Other","SomeStrs",24,4,3.846153846,11,5.789156627
"KS_Clint_1731_Rep1","KS_Clint_1731_Rep1","KS_MMI_Site675","Other","SomeStrs",10,2,4.347826087,3,5.942857143
"KS_Clint_1732_Rep1","KS_Clint_1732_Rep1","KS_MMI_Site675","Other","SomeStrs",9,0,3.125,2,6.053254438
"KS_Clint_1734_Rep1","KS_Clint_1734_Rep1","KS_MMI_Site675","Other","SomeStrs",14,2,0,3,5.771428571
"KS_Clint_1738_Rep1","KS_Clint_1738_Rep1","KS_MMI_Site675","Other","SomeStrs",19,1,2.5,8,6.115755627
"KS_Clint_1735_Rep1","KS_Clint_1735_Rep1","KS_MMI_Site675","Other","SomeStrs",19,2,5.714285714,8,5.528735632
"KS_Clint_1739_Rep1","KS_Clint_1739_Rep1","KS_MMI_Site675","Other","SomeStrs",23,2,4.545454545,8,5.647058824
"KS_Clint_1733_Rep1","KS_Clint_1733_Rep1","KS_MMI_Site675","Other","SomeStrs",16,3,0,7,5.735
"KS_Clint_1534_Rep1","KS_Clint_1534_Rep1","KS_MMI_Site676","No","HighStrs",12,1,10.52631579,11,5.325
"KS_Clint_1547_Rep1","KS_Clint_1547_Rep1","KS_MMI_Site676","No","HighStrs",31,7,8.888888889,17,5.527196653
"KS_Clint_1544_Rep1","KS_Clint_1544_Rep1","KS_MMI_Site676","No","HighStrs",26,11,1.886792453,11,5.727979275
"KS_Clint_1536_Rep1","KS_Clint_1536_Rep1","KS_MMI_Site676","No","HighStrs",20,3,2.702702703,14,5.536585366
"KS_Clint_1545_Rep1","KS_Clint_1545_Rep1","KS_MMI_Site676","No","HighStrs",29,7,1.923076923,17,5.62247191
"KS_Clint_1543_Rep1","KS_Clint_1543_Rep1","KS_MMI_Site676","No","HighStrs",29,12,4.918032787,13,6.009237875
"KS_Clint_1542_Rep1","KS_Clint_1542_Rep1","KS_MMI_Site676","No","HighStrs",29,10,9.615384615,17,5.324189526
"KS_Clint_1535_Rep1","KS_Clint_1535_Rep1","KS_MMI_Site676","No","HighStrs",17,3,0,10,5.702479339
"KS_Clint_1541_Rep1","KS_Clint_1541_Rep1","KS_MMI_Site676","No","HighStrs",23,5,6,8,5.408163265
"KS_Clint_1546_Rep1","KS_Clint_1546_Rep1","KS_MMI_Site676","No","HighStrs",25,6,7.692307692,15,5.73968254
"KS_Clint_1548_Rep1","KS_Clint_1548_Rep1","KS_MMI_Site676","No","HighStrs",16,6,2.857142857,5,6.132404181
"KS_Clint_1540_Rep1","KS_Clint_1540_Rep1","KS_MMI_Site676","No","HighStrs",17,7,2.941176471,5,5.385542169
"KS_Clint_1539_Rep1","KS_Clint_1539_Rep1","KS_MMI_Site676","No","HighStrs",33,10,6.25,21,5.286501377
"KS_Clint_1538_Rep1","KS_Clint_1538_Rep1","KS_MMI_Site676","No","HighStrs",34,8,7.01754386,21,5.542087542
"KS_Clint_1537_Rep1","KS_Clint_1537_Rep1","KS_MMI_Site676","No","HighStrs",25,9,6.976744186,16,5.819672131
"KS_Clint_1551_Rep1","KS_Clint_1551_Rep1","KS_MMI_Site676","Strs","HighStrs",17,3,0,5,6.083538084
"KS_Clint_1549_Rep1","KS_Clint_1549_Rep1","KS_MMI_Site676","No","HighStrs",30,7,3.846153846,12,5.655660377
"KS_Clint_1550_Rep1","KS_Clint_1550_Rep1","KS_MMI_Site676","No","HighStrs",20,4,3.333333333,15,5.777777778
"KS_Clint_1818_Rep1","KS_Clint_1818_Rep1","KS_MMI_Site677","Strs","Strs",19,2,0,8,5.811594203
"KS_Liz_3527_Rep1","KS_Liz_3527_Rep1","KS_MMI_Site678","Other","Other",18,3,8.571428571,7,5.507389163
"KS_Liz_3333_Rep1","KS_Liz_3333_Rep1","KS_MMI_Site679","Other","SomeStrs",17,6,3.448275862,10,5.475206612
"KS_Liz_3410_Rep1","KS_Liz_3410_Rep1","KS_MMI_Site680","Strs","Strs",17,5,0,7,5.634782609
"KS_Liz_3575_Rep1","KS_Liz_3575_Rep1","KS_MMI_Site681","Ref","Ref",25,6,0,8,5.71192053
"KS_Liz_3140_Rep1","KS_Liz_3140_Rep1","KS_MMI_Site682","Strs","HighStrs",19,5,0,3,5.823076923
"KS_Liz_3260_Rep1","KS_Liz_3260_Rep1","KS_MMI_Site683","Ref","Ref",12,4,0,0,5.773279352
"KS_Liz_3624_Rep1","KS_Liz_3624_Rep1","KS_MMI_Site684","Ref","BestRef",8,0,0,5,5.186440678
"KS_Liz_3127_Rep1","KS_Liz_3127_Rep1","KS_MMI_Site685","Other","SomeStrs",15,4,0,2,6.060955519
"KS_Liz_3480_Rep1","KS_Liz_3480_Rep1","KS_MMI_Site686","Other","Other",17,5,0,4,5.679186228
"KS_Liz_3273_Rep1","KS_Liz_3273_Rep1","KS_MMI_Site687","Other","SomeStrs",17,1,0,2,6.00280112
"KS_Liz_3385_Rep1","KS_Liz_3385_Rep1","KS_MMI_Site688","Other","SomeStrs",12,1,10.34482759,9,5.596330275
"KS_Liz_3195_Rep1","KS_Liz_3195_Rep1","KS_MMI_Site689","Other","SomeStrs",18,1,0,5,5.909930716
"KS_Liz_3619_Rep1","KS_Liz_3619_Rep1","KS_MMI_Site690","Ref","Ref",28,8,0,4,5.618181818
"KS_Liz_3581_Rep1","KS_Liz_3581_Rep1","KS_MMI_Site691","Strs","Strs",18,4,3.125,10,5.112107623
"KS_Liz_3635_Rep1","KS_Liz_3635_Rep1","KS_MMI_Site692","Strs","Strs",26,4,2.127659574,15,5.775735294
"KS_Clint_1844_Rep1","KS_Clint_1844_Rep1","KS_MMI_Site693","No","Strs",20,5,5.405405405,6,5.484848485
"KS_Clint_1845_Rep1","KS_Clint_1845_Rep1","KS_MMI_Site693","No","Strs",16,4,3.125,9,5.429104478
"KS_Clint_1856_Rep2","KS_Clint_1856_Rep2","KS_MMI_Site693","No","Strs",22,5,0,5,5.337398374
"KS_Clint_1846_Rep1","KS_Clint_1846_Rep1","KS_MMI_Site693","No","Strs",24,9,2,13,5.590818363
"KS_Clint_1844_Rep2","KS_Clint_1844_Rep2","KS_MMI_Site693","No","Strs",16,5,6.060606061,7,5.677966102
"KS_Clint_1858_Rep1","KS_Clint_1858_Rep1","KS_MMI_Site693","Strs","Strs",18,6,5.405405405,8,6.004683841
"KS_Clint_1855_Rep1","KS_Clint_1855_Rep1","KS_MMI_Site693","No","Strs",30,9,6.25,12,5.517241379
"KS_Clint_1856_Rep1","KS_Clint_1856_Rep1","KS_MMI_Site693","No","Strs",16,4,6.666666667,5,5.27
"KS_Clint_1857_Rep1","KS_Clint_1857_Rep1","KS_MMI_Site693","No","Strs",18,3,2.5,13,5.636174636
"KS_Clint_1857_Rep2","KS_Clint_1857_Rep2","KS_MMI_Site693","No","Strs",25,8,5.454545455,13,5.631364562
"KS_Clint_1850_Rep2","KS_Clint_1850_Rep2","KS_MMI_Site693","No","Strs",20,5,2.43902439,6,5.40625
"KS_Clint_1845_Rep2","KS_Clint_1845_Rep2","KS_MMI_Site693","No","Strs",22,5,11.9047619,10,5.306878307
"KS_Clint_1858_Rep2","KS_Clint_1858_Rep2","KS_MMI_Site693","No","Strs",18,4,0,8,6.183800623
"KS_Clint_1853_Rep2","KS_Clint_1853_Rep2","KS_MMI_Site693","No","Strs",25,9,6.12244898,9,5.298850575
"KS_Clint_1846_Rep2","KS_Clint_1846_Rep2","KS_MMI_Site693","No","Strs",27,8,3.636363636,11,5.581780538
"KS_Clint_1848_Rep1","KS_Clint_1848_Rep1","KS_MMI_Site693","No","Strs",28,6,1.886792453,10,5.711048159
"KS_Clint_1853_Rep1","KS_Clint_1853_Rep1","KS_MMI_Site693","No","Strs",33,9,5.555555556,11,5.313351499
"KS_Clint_1849_Rep1","KS_Clint_1849_Rep1","KS_MMI_Site693","No","Strs",18,5,0,5,5.546558704
"KS_Clint_1854_Rep1","KS_Clint_1854_Rep1","KS_MMI_Site693","No","Strs",29,6,2.272727273,13,5.324324324
"KS_Clint_1849_Rep2","KS_Clint_1849_Rep2","KS_MMI_Site693","No","Strs",17,3,0,6,5.541501976
"KS_Clint_1848_Rep2","KS_Clint_1848_Rep2","KS_MMI_Site693","No","Strs",23,5,0,8,5.730878187
"KS_Clint_1851_Rep1","KS_Clint_1851_Rep1","KS_MMI_Site693","No","Strs",26,7,4.255319149,9,5.579365079
"KS_Clint_1850_Rep1","KS_Clint_1850_Rep1","KS_MMI_Site693","No","Strs",19,6,2.5,3,5.314893617
"KS_Clint_1852_Rep1","KS_Clint_1852_Rep1","KS_MMI_Site693","No","Strs",23,4,4.87804878,11,5.622589532
"KS_Clint_1851_Rep2","KS_Clint_1851_Rep2","KS_MMI_Site693","No","Strs",19,6,2.380952381,10,5.6152019
"KS_Clint_1847_Rep1","KS_Clint_1847_Rep1","KS_MMI_Site693","No","Strs",24,7,0,6,5.37236534
"KS_Clint_1847_Rep2","KS_Clint_1847_Rep2","KS_MMI_Site693","No","Strs",22,7,0,6,5.328690808
"KS_Clint_1855_Rep2","KS_Clint_1855_Rep2","KS_MMI_Site693","No","Strs",33,9,3.846153846,11,5.416149068
"KS_Clint_1854_Rep2","KS_Clint_1854_Rep2","KS_MMI_Site693","No","Strs",21,6,2.564102564,10,5.529411765
"KS_Clint_1852_Rep2","KS_Clint_1852_Rep2","KS_MMI_Site693","No","Strs",21,7,10.81081081,13,5.754820937
"KS_Liz_3499_Rep1","KS_Liz_3499_Rep1","KS_MMI_Site694","Ref","Ref",19,4,9.090909091,16,5.304
"KS_Liz_3536_Rep1","KS_Liz_3536_Rep1","KS_MMI_Site695","Ref","Ref",24,5,3.773584906,8,5.522666667
"KS_Liz_3593_Rep1","KS_Liz_3593_Rep1","KS_MMI_Site696","Strs","Strs",18,4,1.923076923,3,5.779569892
"KS_Liz_3414_Rep1","KS_Liz_3414_Rep1","KS_MMI_Site697","Strs","Strs",19,6,10,13,5.096456693
"KS_Clint_0619_Rep1","KS_Clint_0619_Rep1","KS_MMI_Site698","No","HighStrs",16,3,2.941176471,9,5.536231884
"KS_Clint_0627_Rep1","KS_Clint_0627_Rep1","KS_MMI_Site698","No","HighStrs",21,6,3.03030303,14,5.387323944
"KS_Clint_0617_Rep1","KS_Clint_0617_Rep1","KS_MMI_Site698","No","HighStrs",17,3,5.263157895,12,5.432989691
"KS_Clint_0630_Rep1","KS_Clint_0630_Rep1","KS_MMI_Site698","No","HighStrs",16,1,3.846153846,9,5.442307692
"KS_Clint_0631_Rep1","KS_Clint_0631_Rep1","KS_MMI_Site698","No","HighStrs",18,8,0,11,5.385135135
"KS_Clint_0644_Rep1","KS_Clint_0644_Rep1","KS_MMI_Site698","No","HighStrs",20,6,0,18,5.643564356
